query,url,grade
GetLastError,https://docs.microsoft.com/en-us/visualstudio/code-quality/ca1404,5
dynamic,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/types/using-type-dynamic,10
dynamic,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/builtin-types/reference-types,9
dynamic,https://docs.microsoft.com/en-us/microsoftteams/configure-dynamic-emergency-calling,8
dynamic,https://docs.microsoft.com/en-us/archive/msdn-magazine/2011/february/msdn-magazine-dynamic-net-understanding-the-dynamic-keyword-in-csharp-4,7
dynamic,https://docs.microsoft.com/en-us/dynamics365/,5
dynamic,https://docs.microsoft.com/en-us/sql/relational-databases/security/dynamic-data-masking,4
dynamic,https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/dynamic-access-control,3
dynamic,https://docs.microsoft.com/en-us/yammer/manage-yammer-groups/create-a-dynamic-group,2
dynamic,https://docs.microsoft.com/en-us/microsoft-365/security/office-365-security/dynamic-delivery-and-previewing,1
get-mailbox,https://docs.microsoft.com/en-us/powershell/module/exchange/mailboxes/get-mailbox,10
get-mailbox,https://docs.microsoft.com/en-us/exchange/recipients-in-exchange-online/manage-user-mailboxes/use-powershell-to-display-mailbox-information,9
get-mailbox,https://docs.microsoft.com/en-us/powershell/module/exchange/users-and-groups/get-user,8
get-mailbox,https://docs.microsoft.com/en-us/system-center/orchestrator/get-mailbox,7
get-mailbox,https://docs.microsoft.com/en-us/powershell/module/exchange/mailboxes/get-mailboxstatistics,6
get-mailbox,https://docs.microsoft.com/en-us/powershell/module/exchange/mailbox-databases-and-servers/get-mailboxdatabase,5
get-mailbox,https://docs.microsoft.com/en-us/powershell/module/exchange/mailboxes/search-mailbox,4
get-mailbox,https://docs.microsoft.com/en-us/powershell/module/exchange/mailboxes/get-mailboxautoreplyconfiguration,3
get-mailbox,https://docs.microsoft.com/en-us/graph/api/user-get-mailboxsettings,2
get-mailbox,https://docs.microsoft.com/en-us/powershell/module/exchange/policy-and-compliance-content-search/get-mailboxsearch,1
stored procedure,https://docs.microsoft.com/en-us/sql/relational-databases/stored-procedures/create-a-stored-procedure,10
stored procedure,https://docs.microsoft.com/en-us/sql/relational-databases/stored-procedures/stored-procedures-database-engine,9
stored procedure,https://docs.microsoft.com/en-us/sql/relational-databases/stored-procedures/view-the-definition-of-a-stored-procedure,8
stored procedure,https://docs.microsoft.com/en-us/sql/t-sql/statements/create-procedure-transact-sql,7
stored procedure,https://docs.microsoft.com/en-us/azure/data-factory/transform-data-using-stored-procedure,6
stored procedure,https://docs.microsoft.com/en-us/rest/api/cosmos-db/stored-procedures,5
stored procedure,https://docs.microsoft.com/en-us/sql/relational-databases/system-stored-procedures/system-stored-procedures-transact-sql,4
stored procedure,https://docs.microsoft.com/en-us/sql/relational-databases/system-stored-procedures/change-data-capture-stored-procedures-transact-sql,3
stored procedure,https://docs.microsoft.com/en-us/sql/relational-databases/stored-procedures/execute-a-stored-procedure,2
stored procedure,https://docs.microsoft.com/en-us/sql/relational-databases/tutorial-signing-stored-procedures-with-a-certificate,1
dhcp,https://docs.microsoft.com/en-us/windows-server/networking/technologies/dhcp/dhcp-top,10
dhcp,https://docs.microsoft.com/en-us/windows-server/manage/windows-admin-center/use/manage-servers,8
dhcp,https://docs.microsoft.com/en-us/powershell/module/dhcpserver/,1
kinect,https://docs.microsoft.com/en-us/azure/kinect-dk/,10
kinect,https://docs.microsoft.com/en-us/azure/kinect-dk/hardware-specification,9
kinect,https://docs.microsoft.com/en-us/azure/kinect-dk/body-sdk-setup,8
kinect,https://docs.microsoft.com/en-us/azure/kinect-dk/build-first-app,7
kinect,https://docs.microsoft.com/en-us/azure/kinect-dk/set-up-azure-kinect-dk,6
kinect,https://docs.microsoft.com/en-us/azure/kinect-dk/body-sdk-download,5
kinect,https://docs.microsoft.com/en-us/azure/kinect-dk/azure-kinect-recorder,4
kinect,https://docs.microsoft.com/en-us/azure/kinect-dk/about-azure-kinect-dk,3
kinect,https://docs.microsoft.com/en-us/azure/kinect-dk/troubleshooting,2
kinect,https://docs.microsoft.com/en-us/azure/kinect-dk/multi-camera-sync,1
databricks,https://docs.microsoft.com/en-us/azure/azure-databricks/,10
databricks,https://docs.microsoft.com/en-us/azure/databricks/clusters/instance-pools/,9
databricks,https://docs.microsoft.com/en-us/azure/databricks/getting-started/,8
databricks,https://docs.microsoft.com/en-us/azure/databricks/delta/quick-start,7
databricks,https://docs.microsoft.com/en-us/azure/databricks/dev-tools/databricks-utils,6
databricks,https://docs.microsoft.com/en-us/azure/cost-management-billing/reservations/prepay-databricks-reserved-capacity,5
databricks,https://docs.microsoft.com/en-us/azure/databricks/runtime/mlruntime,4
databricks,https://docs.microsoft.com/en-us/azure/databricks/delta/delta-intro,3
databricks,https://docs.microsoft.com/en-us/azure/databricks/dev-tools/cli/,2
databricks,https://docs.microsoft.com/en-us/azure/databricks/getting-started/try-databricks,1
IIS,https://docs.microsoft.com/en-us/iis/application-frameworks/running-classic-asp-applications-on-iis-7-and-iis-8/classic-asp-not-installed-by-default-on-iis,10
IIS,https://docs.microsoft.com/en-us/iis/troubleshoot/using-failed-request-tracing/troubleshooting-failed-requests-using-tracing-in-iis,9
IIS,https://docs.microsoft.com/en-us/iis/configuration/,8
IIS,https://docs.microsoft.com/en-us/iis/extensions/introduction-to-iis-express/iis-express-overview,7
IIS,https://docs.microsoft.com/en-us/iis/extensions/url-rewrite-module/using-the-url-rewrite-module,6
IIS,https://docs.microsoft.com/en-us/iis/get-started/whats-new-in-iis-8/iis-80-server-name-indication-sni-ssl-scalability,5
IIS,https://docs.microsoft.com/en-us/aspnet/core/host-and-deploy/iis/,4
IIS,https://docs.microsoft.com/en-us/iis/manage/configuring-security/how-to-set-up-ssl-on-iis,3
IIS,https://docs.microsoft.com/en-us/iis/get-started/whats-new-in-iis-10-version-1709/new-features-introduced-in-iis-10-1709,2
log,https://docs.microsoft.com/en-us/iis/troubleshoot/using-failed-request-tracing/troubleshooting-failed-requests-using-tracing-in-iis,9
log,https://docs.microsoft.com/en-us/windows/win32/direct3dhlsl/log--sm4---asm-,8
log,https://docs.microsoft.com/en-us/fslogix/logging-diagnostics-reference,7
log,https://docs.microsoft.com/en-us/sql/t-sql/functions/log-transact-sql,6
log,https://docs.microsoft.com/en-us/microsoftteams/log-files,5
log,https://docs.microsoft.com/en-us/cloud-app-security/discovery-docker,4
log,https://docs.microsoft.com/en-us/azure/azure-resource-manager/management/view-activity-logs,3
log,https://docs.microsoft.com/en-us/visualstudio/ide/reference/log-devenv-exe,2
log,https://docs.microsoft.com/en-us/data-integration/gateway/service-gateway-log-files,1
CreateWindowEx,https://docs.microsoft.com/en-us/windows/win32/api/winuser/nf-winuser-createwindowexa,10
CreateWindowEx,https://docs.microsoft.com/en-us/windows/win32/learnwin32/creating-a-window,8
CreateWindowEx,https://docs.microsoft.com/en-us/windows/win32/controls/create-scroll-bars,6
CreateWindowEx,https://docs.microsoft.com/en-us/windows/win32/controls/create-toolbars,5
CreateWindowEx,https://docs.microsoft.com/en-us/windows/win32/winmsg/using-windows,4
CreateWindowEx,https://docs.microsoft.com/en-us/windows/win32/learnwin32/managing-application-state-,3
CreateWindowEx,https://docs.microsoft.com/en-us/windows/win32/learnwin32/your-first-windows-program,2
CreateWindowEx,https://docs.microsoft.com/en-us/windows/win32/controls/create-a-button,1
calculate,https://docs.microsoft.com/en-us/dax/calculate-function-dax,10
calculate,https://docs.microsoft.com/en-us/dax/keepfilters-function-dax,9
calculate,https://docs.microsoft.com/en-us/dynamicsax-2012/appuser-itpro/calculate-interest-and-create-interest-notes,7
calculate,https://docs.microsoft.com/en-us/dax/userelationship-function-dax,6
calculate,https://docs.microsoft.com/en-us/bingmaps/rest-services/routes/calculate-a-distance-matrix,5
calculate,https://docs.microsoft.com/en-us/dynamics365/customerengagement/on-premises/developer/sample-calculate-price-plugin,4
calculate,https://docs.microsoft.com/en-us/dotnet/api/xamarin.essentials.location.calculatedistance,3
calculate,https://docs.microsoft.com/en-us/dax/all-function-dax,2
calculate,https://docs.microsoft.com/en-us/dotnet/api/microsoft.office.tools.excel.namedrange.calculate,1
defender,https://docs.microsoft.com/en-us/windows/client-management/mdm/policy-csp-defender,10
defender,https://docs.microsoft.com/en-us/windows/security/identity-protection/credential-guard/credential-guard-manage,9
defender,https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-antivirus/windows-defender-antivirus-in-windows-10,8
defender,https://docs.microsoft.com/en-us/powershell/module/defender/,7
defender,https://docs.microsoft.com/en-us/cloud-app-security/wdatp-integration,6
defender,https://docs.microsoft.com/en-us/windows/security/threat-protection/microsoft-defender-atp/microsoft-defender-advanced-threat-protection,5
defender,https://docs.microsoft.com/en-us/windows/security/threat-protection/microsoft-defender-atp/evaluation-lab,4
defender,https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-antivirus/utilize-microsoft-cloud-protection-windows-defender-antivirus,3
defender,https://docs.microsoft.com/en-us/intune/protect/advanced-threat-protection,2
defender,https://docs.microsoft.com/en-us/windows/security/threat-protection/microsoft-defender-atp/whats-new-in-microsoft-defender-atp,1
audit,https://docs.microsoft.com/en-us/microsoft-365/compliance/search-the-audit-log-in-security-and-compliance,10
audit,https://docs.microsoft.com/en-us/sql/relational-databases/security/auditing/sql-server-audit-database-engine,9
audit,https://docs.microsoft.com/en-us/windows-hardware/manufacture/desktop/audit-mode-overview,8
audit,https://docs.microsoft.com/en-us/azure/active-directory/reports-monitoring/reference-azure-monitor-audit-log-schema,7
audit,https://docs.microsoft.com/en-us/dynamics365/finance/general-ledger/audit-policy-rules,6
audit,https://docs.microsoft.com/en-us/azure/sql-database/sql-database-auditing,5
audit,https://docs.microsoft.com/en-us/windows/security/threat-protection/microsoft-defender-atp/evaluate-exploit-protection,4
audit,https://docs.microsoft.com/en-us/microsoft-365/compliance/export-view-audit-log-records,3
audit,https://docs.microsoft.com/en-us/stream/audit-logs,2
audit,https://docs.microsoft.com/en-us/sql/relational-databases/security/auditing/create-a-server-audit-and-database-audit-specification,1
visual studio 2019,https://docs.microsoft.com/en-us/visualstudio/install/install-visual-studio,10
visual studio 2019,https://docs.microsoft.com/en-us/visualstudio/ide/whats-new-visual-studio-2019,9
visual studio 2019,https://docs.microsoft.com/en-us/visualstudio/releases/2019/release-notes,8
visual studio 2019,https://docs.microsoft.com/en-us/visualstudio/releases/2019/release-notes-preview,7
visual studio 2019,https://docs.microsoft.com/en-us/visualstudio/releases/2019/system-requirements,6
visual studio 2019,https://docs.microsoft.com/en-us/cpp/build/vscpp-step-0-installation,5
visual studio 2019,https://docs.microsoft.com/en-us/visualstudio/get-started/visual-studio-ide,4
visual studio 2019,https://docs.microsoft.com/en-us/visualstudio/,3
visual studio 2019,https://docs.microsoft.com/en-us/cpp/get-started/tutorial-console-cpp,2
visual studio 2019,https://docs.microsoft.com/en-us/visualstudio/releasenotes/vs2019-mac-relnotes,1
configuration,https://docs.microsoft.com/en-us/aspnet/core/fundamentals/configuration/,10
configuration,https://docs.microsoft.com/en-us/intune/fundamentals/setup-steps,9
configuration,https://docs.microsoft.com/en-us/windows/configuration/provisioning-packages/provisioning-install-icd,8
configuration,https://docs.microsoft.com/en-us/configmgr/,7
configuration,https://docs.microsoft.com/en-us/configmgr/core/plan-design/configs/supported-configurations,6
configuration,https://docs.microsoft.com/en-us/configmgr/core/plan-design/changes/whats-new-in-version-1910,5
configuration,https://docs.microsoft.com/en-us/dotnet/api/system.configuration.configuration,4
configuration,https://docs.microsoft.com/en-us/windows-hardware/drivers/kernel/windows-kernel-mode-configuration-manager,3
configuration,https://docs.microsoft.com/en-us/configmgr/core/understand/introduction,2
configuration,https://docs.microsoft.com/en-us/windows/client-management/mdm/configuration-service-provider-reference,1
vlookup,https://docs.microsoft.com/en-us/office/vba/api/excel.worksheetfunction.vlookup,10
vlookup,https://docs.microsoft.com/en-us/office/vba/excel/concepts/excel-performance/excel-performance-and-limit-improvements,9
vlookup,https://docs.microsoft.com/en-us/office/dev/add-ins/excel/excel-add-ins-worksheet-functions,6
vlookup,https://docs.microsoft.com/en-us/graph/api/resources/workbook,5
vlookup,https://docs.microsoft.com/en-us/dax/lookupvalue-function-dax,4
vlookup,https://docs.microsoft.com/en-us/office/vba/excel/concepts/excel-performance/excel-tips-for-optimizing-performance-obstructions,3
vlookup,https://docs.microsoft.com/en-us/graph/excel-use-functions,2
office,https://docs.microsoft.com/en-us/office/vba/api/overview/,10
office,https://docs.microsoft.com/en-us/deployoffice/microsoft-search-bing,9
office,https://docs.microsoft.com/en-us/deployoffice/privacy/optional-connected-experiences,8
office,https://docs.microsoft.com/en-us/office365/servicedescriptions/office-365-platform-service-description/office-365-platform-service-description,7
office,https://docs.microsoft.com/en-us/office/dev/add-ins/overview/office-add-ins,6
office,https://docs.microsoft.com/en-us/microsoft-365/security/office-365-security/office-365-atp,5
office,https://docs.microsoft.com/en-us/deployoffice/office-2007-end-support-roadmap,4
office,https://docs.microsoft.com/en-us/deployoffice/privacy/connected-experiences,3
office,https://docs.microsoft.com/en-us/officeupdates/office-updates-msi,2
office,https://docs.microsoft.com/en-us/office365/enterprise/urls-and-ip-address-ranges,1
permission,https://docs.microsoft.com/en-us/linkedin/shared/authentication/permissions,10
permission,https://docs.microsoft.com/en-us/sharepoint/understanding-permission-levels,9
permission,https://docs.microsoft.com/en-us/graph/permissions-reference,8
permission,https://docs.microsoft.com/en-us/azure/devops/artifacts/feeds/feed-permissions,7
permission,https://docs.microsoft.com/en-us/microsoftteams/teams-app-permission-policies,6
permission,https://docs.microsoft.com/en-us/azure/active-directory/develop/v2-permissions-and-consent,5
permission,https://docs.microsoft.com/en-us/power-bi/service-datasets-build-permissions,4
permission,https://docs.microsoft.com/en-us/sharepoint/sites/user-permissions-and-permission-levels,3
permission,https://docs.microsoft.com/en-us/sharepoint/how-to-create-and-edit-permission-levels,2
permission,https://docs.microsoft.com/en-us/azure/active-directory/users-groups-roles/directory-assign-admin-roles,1
archive,https://docs.microsoft.com/en-us/azure/storage/blobs/storage-blob-storage-tiers,10
archive,https://docs.microsoft.com/en-us/microsoftteams/archive-or-delete-a-team,9
archive,https://docs.microsoft.com/en-us/office365/servicedescriptions/exchange-online-archiving-service-description/archive-features,8
archive,https://docs.microsoft.com/en-us/powershell/module/microsoft.powershell.archive/,7
archive,https://docs.microsoft.com/en-us/azure/devops/pipelines/tasks/utility/archive-files,6
archive,https://docs.microsoft.com/en-us/azure/storage/blobs/storage-blob-rehydration,5
archive,https://docs.microsoft.com/en-us/microsoft-365/compliance/enable-archive-mailboxes,4
archive,https://docs.microsoft.com/en-us/graph/api/team-archive,3
archive,https://docs.microsoft.com/en-us/microsoft-365/compliance/archiving-third-party-data,2
archive,https://docs.microsoft.com/en-us/microsoft-365/compliance/set-up-an-archive-and-deletion-policy-for-mailboxes,1
connect,https://docs.microsoft.com/en-us/collaborate/connect-redirect,10
connect,https://docs.microsoft.com/en-us/powershell/exchange/exchange-online/connect-to-exchange-online-powershell/connect-to-exchange-online-powershell,9
connect,https://docs.microsoft.com/en-us/learn/paths/connect-your-services-together/,8
connect,https://docs.microsoft.com/en-us/azure/active-directory/hybrid/whatis-hybrid-identity,7
connect,https://docs.microsoft.com/en-us/powershell/exchange/exchange-online/connect-to-exchange-online-powershell/mfa-connect-to-exchange-online-powershell,6
connect,https://docs.microsoft.com/en-us/azure/bot-service/bot-service-manage-channels,5
connect,https://docs.microsoft.com/en-us/office365/enterprise/powershell/connect-to-office-365-powershell,4
connect,https://docs.microsoft.com/en-us/power-bi/desktop-quickstart-connect-to-data,3
connect,https://docs.microsoft.com/en-us/powershell/exchange/office-365-scc/connect-to-scc-powershell/mfa-connect-to-scc-powershell,2
connect,https://docs.microsoft.com/en-us/azure/devops/pipelines/library/connect-to-azure,1
int,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/builtin-types/integral-numeric-types,10
int,https://docs.microsoft.com/en-us/sql/t-sql/data-types/int-bigint-smallint-and-tinyint-transact-sql,9
int,https://docs.microsoft.com/en-us/dotnet/api/system.int32,8
int,https://docs.microsoft.com/en-us/dax/int-function-dax,7
int,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/int-fix-functions,6
int,https://docs.microsoft.com/en-us/dotnet/api/microsoft.visualbasic.conversion.int,5
int,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/builtin-types/nullable-value-types,4
int,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/arrays/multidimensional-arrays,2
int,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/arrays/,1
interface,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/keywords/interface,10
interface,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/interfaces/,9
interface,https://docs.microsoft.com/en-us/dotnet/csharp/tour-of-csharp/interfaces,8
interface,https://docs.microsoft.com/en-us/powerapps/maker/model-driven-apps/transition-web-app,7
interface,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/interfaces/explicit-interface-implementation,6
interface,https://docs.microsoft.com/en-us/powerapps/maker/model-driven-apps/unified-interface-playbook,5
interface,https://docs.microsoft.com/en-us/dotnet/csharp/tutorials/default-interface-methods-versions,4
interface,https://docs.microsoft.com/en-us/dotnet/csharp/whats-new/csharp-8,3
interface,https://docs.microsoft.com/en-us/powerapps/maker/model-driven-apps/checklist-transition-unified-interface,2
interface,https://docs.microsoft.com/en-us/windows/win32/learnwin32/what-is-a-com-interface-,1
Python,https://docs.microsoft.com/en-us/azure/bot-service/python/bot-builder-python-quickstart,10
Python,https://docs.microsoft.com/en-us/azure/python/,9
Python,https://docs.microsoft.com/en-us/azure/devops/pipelines/ecosystems/python,8
Python,https://docs.microsoft.com/en-us/learn/modules/intro-to-python/,7
Python,https://docs.microsoft.com/en-us/azure/python/tutorial-vs-code-serverless-python-01,6
Python,https://docs.microsoft.com/en-us/azure/devops/pipelines/tasks/tool/use-python-version,5
Python,https://docs.microsoft.com/en-us/azure/azure-functions/functions-reference-python,4
Python,https://docs.microsoft.com/en-us/visualstudio/python/,3
Python,https://docs.microsoft.com/en-us/azure/cosmos-db/create-sql-api-python,2
Python,https://docs.microsoft.com/en-us/azure/automation/automation-runbook-types,1
users,https://docs.microsoft.com/en-us/microsoftteams/communicate-with-users-from-other-organizations,10
users,https://docs.microsoft.com/en-us/graph/api/resources/user,9
users,https://docs.microsoft.com/en-us/azure/active-directory/fundamentals/add-users-azure-active-directory,7
users,https://docs.microsoft.com/en-us/power-bi/service-admin-purchasing-power-bi-pro,6
users,https://docs.microsoft.com/en-us/workplace-analytics/myanalytics/setup/configure-myanalytics,5
users,https://docs.microsoft.com/en-us/graph/api/user-list,4
users,https://docs.microsoft.com/en-us/partner-center/permissions-overview,3
users,https://docs.microsoft.com/en-us/microsoft-365/security/office-365-security/removing-user-from-restricted-users-portal-after-spam,2
users,https://docs.microsoft.com/en-us/azure/databricks/administration-guide/users-groups/users,1
each,https://docs.microsoft.com/en-us/cpp/dotnet/for-each-in,9
each,https://docs.microsoft.com/en-us/dotnet/visual-basic/language-reference/statements/for-each-next-statement,8
each,https://docs.microsoft.com/en-us/powerquery-m/understanding-power-query-m-functions,7
each,https://docs.microsoft.com/en-us/office/vba/language/concepts/getting-started/using-for-eachnext-statements,6
each,https://docs.microsoft.com/en-us/azure/logic-apps/logic-apps-control-flow-loops,5
each,https://docs.microsoft.com/en-us/azure/data-factory/control-flow-for-each-activity,4
each,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/for-eachnext-statement,3
each,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/keywords/foreach-in,2
each,https://docs.microsoft.com/en-us/power-automate/apply-to-each,1
cells,https://docs.microsoft.com/en-us/xamarin/xamarin-forms/user-interface/controls/cells,10
cells,https://docs.microsoft.com/en-us/office/vba/api/visio.shape.cells,9
cells,https://docs.microsoft.com/en-us/office/vba/api/excel.range.cells,8
cells,https://docs.microsoft.com/en-us/xamarin/xamarin-forms/user-interface/listview/customizing-cell-appearance,7
cells,https://docs.microsoft.com/en-us/office/vba/api/excel.worksheet.cells,6
cells,https://docs.microsoft.com/en-us/dotnet/api/microsoft.office.tools.excel.worksheetbase.cells,5
cells,https://docs.microsoft.com/en-us/office/troubleshoot/excel/format-cells-settings,4
cells,https://docs.microsoft.com/en-us/office/vba/excel/concepts/cells-and-ranges/refer-to-all-the-cells-on-the-worksheet,3
cells,https://docs.microsoft.com/en-us/office/vba/api/excel.application.cells,2
cells,https://docs.microsoft.com/en-us/dotnet/fsharp/language-reference/reference-cells,1
font size,https://docs.microsoft.com/en-us/windows/win32/vml/msdn-online-vml-font-size-attribute,10
font size,https://docs.microsoft.com/en-us/xamarin/xamarin-forms/user-interface/text/fonts,9
font size,https://docs.microsoft.com/en-us/dotnet/api/system.web.ui.webcontrols.fontsize,8
font size,https://docs.microsoft.com/en-us/dotnet/api/system.windows.documents.flowdocument.fontsize,7
font size,https://docs.microsoft.com/en-us/office/vba/api/word.font.size,6
font size,https://docs.microsoft.com/en-us/office/vba/api/excel.font.size,4
font size,https://docs.microsoft.com/en-us/office/vba/api/powerpoint.font.size,3
font size,https://docs.microsoft.com/en-us/dotnet/api/system.windows.controls.textblock.fontsize,2
font size,https://docs.microsoft.com/en-us/windows/uwp/design/style/typography,1
form,https://docs.microsoft.com/en-us/dotnet/api/system.windows.forms.form,10
form,https://docs.microsoft.com/en-us/azure/devops/reference/manage-new-form-rollout,9
form,https://docs.microsoft.com/en-us/azure/cognitive-services/form-recognizer/quickstarts/label-tool,8
form,https://docs.microsoft.com/en-us/office/vba/api/access.form.recordsource,7
form,https://docs.microsoft.com/en-us/powerapps/maker/model-driven-apps/form-designer-header-properties,6
form,https://docs.microsoft.com/en-us/azure/cognitive-services/form-recognizer/overview,5
form,https://docs.microsoft.com/en-us/office/vba/api/access.form,4
form,https://docs.microsoft.com/en-us/xamarin/xamarin-forms/,3
form,https://docs.microsoft.com/en-us/powerapps/developer/model-driven-apps/clientapi/clientapi-form-context,2
form,https://docs.microsoft.com/en-us/azure/cognitive-services/form-recognizer/,1
index,https://docs.microsoft.com/en-us/sql/relational-databases/indexes/indexes,10
index,https://docs.microsoft.com/en-us/ef/core/modeling/indexes,9
index,https://docs.microsoft.com/en-us/dotnet/api/system.index,8
index,https://docs.microsoft.com/en-us/sql/relational-databases/sql-server-index-design-guide,5
index,https://docs.microsoft.com/en-us/rest/api/searchservice/create-index,1
exception,https://docs.microsoft.com/en-us/dotnet/api/system.exception,10
exception,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/exceptions/,9
exception,https://docs.microsoft.com/en-us/dotnet/standard/exceptions/,8
exception,https://docs.microsoft.com/en-us/dotnet/standard/exceptions/how-to-create-localized-exception-messages,7
exception,https://docs.microsoft.com/en-us/aspnet/web-api/overview/error-handling/exception-handling,6
exception,https://docs.microsoft.com/en-us/dotnet/standard/design-guidelines/exception-throwing,5
exception,https://docs.microsoft.com/en-us/windows/win32/debug/vectored-exception-handling,4
exception,https://docs.microsoft.com/en-us/dotnet/standard/parallel-programming/exception-handling-task-parallel-library,2
exception,https://docs.microsoft.com/en-us/cpp/standard-library/exception-class,1
rename,https://docs.microsoft.com/en-us/cpp/c-runtime-library/reference/rename-wrename,10
rename,https://docs.microsoft.com/en-us/powershell/module/microsoft.powershell.management/rename-item,9
rename,https://docs.microsoft.com/en-us/sql/t-sql/statements/rename-transact-sql,8
rename,https://docs.microsoft.com/en-us/windows-server/administration/windows-commands/ren,7
rename,https://docs.microsoft.com/en-us/powershell/module/dataprotectionmanager/rename-dpmprotectiongroup,6
rename,https://docs.microsoft.com/en-us/powershell/module/netlbfo/rename-netlbfoteam,5
rename,https://docs.microsoft.com/en-us/powershell/module/hyper-v/rename-vmswitch,4
rename,https://docs.microsoft.com/en-us/visualstudio/csharp-ide/rename-refactoring-csharp,3
rename,https://docs.microsoft.com/en-us/powershell/module/hyper-v/rename-vmsnapshot,2
rename,https://docs.microsoft.com/en-us/sql/relational-databases/statistics/rename-statistics,1
blob,https://docs.microsoft.com/en-us/azure/storage/blobs/storage-blobs-introduction,10
blob,https://docs.microsoft.com/en-us/azure/storage/blobs/storage-quickstart-blobs-dotnet,9
blob,https://docs.microsoft.com/en-us/azure/storage/,8
blob,https://docs.microsoft.com/en-us/azure/azure-functions/functions-bindings-storage-blob,6
blob,https://docs.microsoft.com/en-us/rest/api/storageservices/blob-service-rest-api,5
blob,https://docs.microsoft.com/en-us/azure/storage/common/storage-introduction,4
blob,https://docs.microsoft.com/en-us/azure/storage/blobs/storage-blob-rehydration,3
blob,https://docs.microsoft.com/en-us/azure/storage/blobs/storage-blob-storage-tiers,2
blob,https://docs.microsoft.com/en-us/azure/storage/blobs/storage-blobs-overview,1
icons,https://docs.microsoft.com/en-us/windows/uwp/design/style/icons,9
icons,https://docs.microsoft.com/en-us/windows/win32/uxguide/vis-icons,8
icons,https://docs.microsoft.com/en-us/microsoftteams/platform/concepts/build-and-test/apps-package,7
icons,https://docs.microsoft.com/en-us/windows/uwp/design/style/segoe-ui-symbol-font,6
icons,https://docs.microsoft.com/en-us/visualstudio/ide/class-view-and-object-browser-icons,5
icons,https://docs.microsoft.com/en-us/windows/uwp/design/style/app-icons-and-logos,4
icons,https://docs.microsoft.com/en-us/xamarin/ios/app-fundamentals/images-icons/app-icons,3
icons,https://docs.microsoft.com/en-us/powerapps/maker/model-driven-apps/change-custom-entity-icons,2
icons,https://docs.microsoft.com/en-us/xamarin/ios/app-fundamentals/images-icons/,1
compare,https://docs.microsoft.com/en-us/dotnet/api/system.string.compare,10
compare,https://docs.microsoft.com/en-us/dotnet/api/system.globalization.compareinfo.compare,7
compare,https://docs.microsoft.com/en-us/sql/azure-data-studio/schema-compare-extension,6
compare,https://docs.microsoft.com/en-us/dotnet/visual-basic/language-reference/statements/option-compare-statement,5
compare,https://docs.microsoft.com/en-us/powershell/module/hyper-v/compare-vm,4
compare,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/option-compare-statement,3
compare,https://docs.microsoft.com/en-us/dotnet/api/system.collections.icomparer.compare,1
"delete all first third party apps, build apps, embed apps, for en, espanol, Accessibility",https://docs.microsoft.com/en-us/power-bi/developer/embed-sample-for-customers,10
"delete all first third party apps, build apps, embed apps, for en, espanol, Accessibility",https://docs.microsoft.com/en-us/intune/developer/app-sdk-android,9
"delete all first third party apps, build apps, embed apps, for en, espanol, Accessibility",https://docs.microsoft.com/en-us/office/dev/add-ins/overview/office-add-ins,8
"delete all first third party apps, build apps, embed apps, for en, espanol, Accessibility",https://docs.microsoft.com/en-us/intune/developer/app-wrapper-prepare-ios,7
"delete all first third party apps, build apps, embed apps, for en, espanol, Accessibility",https://docs.microsoft.com/en-us/microsoftteams/platform/tabs/what-are-tabs,6
"delete all first third party apps, build apps, embed apps, for en, espanol, Accessibility",https://docs.microsoft.com/en-us/yammer/manage-yammer-users/office-365-sign-in,5
"delete all first third party apps, build apps, embed apps, for en, espanol, Accessibility",https://docs.microsoft.com/en-us/power-bi/developer/embed-sample-for-your-organization,4
"delete all first third party apps, build apps, embed apps, for en, espanol, Accessibility",https://docs.microsoft.com/en-us/azure/app-service/app-service-web-tutorial-custom-domain,3
"delete all first third party apps, build apps, embed apps, for en, espanol, Accessibility",https://docs.microsoft.com/en-us/azure/app-service/app-service-web-tutorial-rest-api,2
"delete all first third party apps, build apps, embed apps, for en, espanol, Accessibility",https://docs.microsoft.com/en-us/sharepoint/dev/sp-add-ins/sharepoint-add-ins,1
map,https://docs.microsoft.com/en-us/windows/win32/api/d3d11/nf-d3d11-id3d11devicecontext-map,7
map,https://docs.microsoft.com/en-us/dotnet/api/microsoft.aspnetcore.builder.mapextensions.map,6
